                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.45489,                 0.3211,                0.87777,                0.87171,                0.82326,                0.86493,                 0.6549,                 0.9841,                 0.6502,                 1.0973,             0.00052786,             0.00052786,             0.00052786
                    160,                0.45237,                0.32067,                0.87629,                0.89816,                0.77749,                0.85837,                0.65087,                0.97982,                0.66364,                 1.0911,             0.00052724,             0.00052724,             0.00052724
                    161,                0.45623,                0.32046,                0.87809,                0.87931,                0.79024,                0.85478,                0.64858,                0.99612,                0.67865,                 1.0955,             0.00052662,             0.00052662,             0.00052662
                    162,                0.45069,                0.31749,                0.87293,                0.86708,                0.82454,                0.85806,                0.65273,                0.98207,                0.67234,                 1.0826,               0.000526,               0.000526,               0.000526
                    163,                0.45033,                0.31754,                0.87569,                0.87272,                0.81469,                0.86104,                0.65229,                0.99137,                0.67797,                 1.1043,             0.00052538,             0.00052538,             0.00052538
                    164,                 0.4403,                0.31396,                0.87329,                0.85972,                0.81879,                 0.8534,                0.65565,                0.98475,                0.67497,                 1.1005,             0.00052476,             0.00052476,             0.00052476
                    165,                 0.4445,                0.31268,                0.86903,                0.87857,                0.79447,                0.85642,                0.66143,                0.98645,                0.66772,                 1.0973,             0.00052414,             0.00052414,             0.00052414
                    166,                0.44566,                0.31925,                0.86982,                0.87633,                0.83001,                0.86818,                0.66246,                0.95634,                0.64911,                 1.0704,             0.00052352,             0.00052352,             0.00052352
                    167,                0.44847,                0.31563,                0.87357,                0.89251,                0.80959,                0.86683,                 0.6573,                0.96525,                0.64632,                 1.0703,             0.00052291,             0.00052291,             0.00052291
                    168,                0.44195,                0.31231,                0.87185,                0.89623,                 0.7878,                0.85781,                0.65589,                0.96937,                0.64183,                 1.0723,             0.00052229,             0.00052229,             0.00052229
                    169,                0.43994,                0.31363,                0.87221,                0.88716,                 0.8151,                0.86836,                0.65603,                0.98175,                0.65754,                 1.0948,             0.00052167,             0.00052167,             0.00052167
                    170,                0.44292,                0.31045,                0.87361,                0.87938,                0.79553,                0.86319,                0.65383,                 0.9841,                0.65274,                 1.0949,             0.00052105,             0.00052105,             0.00052105
                    171,                0.44101,                0.31196,                0.87201,                0.87142,                 0.8227,                0.86855,                0.65718,                0.97276,                0.66072,                 1.0908,             0.00052043,             0.00052043,             0.00052043
                    172,                0.44978,                0.31208,                0.87105,                0.85503,                0.83153,                0.86556,                 0.6538,                0.98885,                0.68113,                 1.0978,             0.00051981,             0.00051981,             0.00051981
                    173,                0.44533,                0.31128,                0.87389,                0.85619,                 0.8202,                0.85752,                0.65679,                0.98573,                0.67199,                 1.1057,             0.00051919,             0.00051919,             0.00051919
                    174,                0.43983,                0.31698,                0.87165,                0.88635,                0.79119,                 0.8587,                0.65165,                0.98635,                0.66761,                 1.0958,             0.00051858,             0.00051858,             0.00051858
                    175,                 0.4429,                0.31484,                0.87267,                0.87341,                 0.8089,                0.86294,                0.65409,                0.99323,                0.67209,                 1.1093,             0.00051796,             0.00051796,             0.00051796
                    176,                0.43097,                 0.3062,                0.86934,                0.86518,                0.79849,                0.85249,                0.64348,                 1.0057,                 0.6806,                 1.1149,             0.00051734,             0.00051734,             0.00051734
                    177,                0.44409,                0.31039,                0.87169,                0.87123,                0.81726,                0.85953,                0.65262,                0.97387,                0.65645,                  1.096,             0.00051672,             0.00051672,             0.00051672
                    178,                0.43451,                0.31036,                0.87103,                0.85311,                0.81519,                0.85764,                0.65865,                0.96071,                 0.6449,                 1.0869,              0.0005161,              0.0005161,              0.0005161
                    179,                0.44484,                0.31383,                0.87231,                0.86986,                0.81984,                 0.8596,                0.65998,                0.98247,                0.65647,                  1.111,             0.00051548,             0.00051548,             0.00051548
                    180,                0.43682,                 0.3098,                0.87124,                 0.8581,                0.82021,                0.86548,                0.66073,                0.98874,                0.65832,                 1.1014,             0.00051486,             0.00051486,             0.00051486
                    181,                0.43758,                0.31008,                0.87056,                0.88067,                0.82511,                0.86672,                0.65997,                0.96295,                 0.6481,                 1.0859,             0.00051424,             0.00051424,             0.00051424
                    182,                0.44351,                0.31104,                0.87357,                0.86471,                0.80646,                0.85263,                0.65126,                 0.9898,                0.69455,                 1.1088,             0.00051363,             0.00051363,             0.00051363
                    183,                0.43267,                0.30882,                0.86766,                0.87379,                0.81488,                0.85765,                0.65516,                 0.9868,                 0.6594,                 1.0984,             0.00051301,             0.00051301,             0.00051301
                    184,                0.44017,                0.30755,                0.87185,                0.88704,                0.81104,                0.85882,                0.65391,                0.99486,                0.65339,                  1.101,             0.00051239,             0.00051239,             0.00051239
                    185,                0.44107,                0.30902,                0.87067,                0.86202,                0.82694,                 0.8557,                0.65061,                0.99205,                0.66264,                 1.1022,             0.00051177,             0.00051177,             0.00051177
                    186,                0.44037,                0.30793,                0.87181,                0.85613,                0.83504,                0.85902,                0.65239,                0.98425,                0.65778,                 1.1033,             0.00051115,             0.00051115,             0.00051115
                    187,                0.44704,                0.31403,                0.87578,                 0.8723,                 0.8127,                0.85482,                0.64304,                0.98684,                0.66469,                 1.1063,             0.00051053,             0.00051053,             0.00051053
                    188,                0.43654,                0.31141,                0.87303,                0.84536,                0.81461,                0.84554,                0.65187,                 0.9862,                0.65844,                 1.1063,             0.00050991,             0.00050991,             0.00050991
                    189,                0.43047,                0.30265,                0.87066,                0.87489,                0.79531,                0.85065,                0.65304,                0.98782,                0.65777,                 1.1076,             0.00050929,             0.00050929,             0.00050929
                    190,                0.43086,                0.30128,                0.87027,                0.87052,                0.81034,                0.84774,                0.64686,                0.99612,                0.66217,                 1.1323,             0.00050867,             0.00050867,             0.00050867
                    191,                0.42957,                 0.3022,                0.86872,                0.88434,                0.79948,                0.85501,                0.64948,                0.99477,                0.66894,                 1.1078,             0.00050806,             0.00050806,             0.00050806
                    192,                0.43328,                0.30895,                0.86768,                0.89173,                0.79031,                0.86065,                0.65234,                0.98291,                0.67647,                 1.0882,             0.00050744,             0.00050744,             0.00050744
                    193,                0.43019,                0.30499,                0.86342,                0.87006,                0.81504,                  0.862,                0.65416,                0.96685,                0.67552,                 1.0799,             0.00050682,             0.00050682,             0.00050682
                    194,                0.44171,                0.30756,                0.86983,                0.88006,                0.79752,                0.85748,                0.65651,                0.98665,                0.68294,                 1.0975,              0.0005062,              0.0005062,              0.0005062
                    195,                 0.4347,                0.30544,                 0.8713,                0.84562,                0.81413,                0.85683,                0.65851,                0.99833,                0.67601,                  1.124,             0.00050558,             0.00050558,             0.00050558
                    196,                0.43132,                0.30844,                0.86756,                0.86632,                0.79493,                 0.8594,                0.65487,                0.98012,                0.68153,                 1.1067,             0.00050496,             0.00050496,             0.00050496
                    197,                0.42542,                0.30127,                0.86828,                0.88678,                0.79924,                0.86304,                0.65166,                0.98396,                0.67601,                 1.1138,             0.00050434,             0.00050434,             0.00050434
                    198,                0.43432,                0.30976,                0.87201,                0.89319,                0.80166,                 0.8605,                0.64962,                0.99255,                0.65678,                 1.1219,             0.00050373,             0.00050373,             0.00050373
                    199,                0.43282,                0.30966,                0.87098,                0.88855,                0.79089,                0.86413,                0.65326,                0.98852,                0.66933,                 1.1129,             0.00050311,             0.00050311,             0.00050311
                    200,                 0.4381,                0.31009,                0.87104,                0.84961,                0.82925,                0.86547,                0.66139,                0.96861,                 0.6821,                 1.0971,             0.00050249,             0.00050249,             0.00050249
                    201,                0.43357,                 0.3019,                0.87151,                0.89475,                0.82068,                0.86885,                0.66077,                0.96402,                0.68967,                 1.0975,             0.00050187,             0.00050187,             0.00050187
                    202,                0.43133,                0.30226,                0.87375,                0.87375,                0.81788,                0.85781,                0.64728,                  1.008,                 0.6968,                 1.1306,             0.00050125,             0.00050125,             0.00050125
                    203,                0.43231,                0.30335,                 0.8703,                0.87864,                0.82395,                0.86713,                0.65309,                0.97935,                0.67352,                 1.0835,             0.00050063,             0.00050063,             0.00050063
                    204,                0.43001,                0.30504,                 0.8659,                0.85908,                 0.8345,                 0.8635,                0.65227,                0.97605,                0.69047,                 1.0814,             0.00050001,             0.00050001,             0.00050001
                    205,                0.42703,                0.30302,                0.87249,                0.86888,                0.82478,                  0.859,                0.64322,                0.97959,                0.70661,                 1.0954,             0.00049939,             0.00049939,             0.00049939
                    206,                0.42143,                 0.3038,                0.86351,                0.87412,                0.82136,                0.85247,                0.64939,                0.98455,                0.69902,                 1.0887,             0.00049878,             0.00049878,             0.00049878
                    207,                0.42015,                0.29716,                0.86362,                0.87505,                0.82613,                0.86241,                0.65933,                0.96841,                0.67509,                 1.0793,             0.00049816,             0.00049816,             0.00049816
                    208,                 0.4164,                0.29603,                  0.863,                0.89071,                0.78889,                0.85652,                0.65201,                0.96969,                0.66893,                 1.0896,             0.00049754,             0.00049754,             0.00049754
                    209,                0.41898,                0.30116,                0.86651,                0.88034,                0.79812,                0.85183,                0.64822,                0.97521,                0.68871,                 1.0951,             0.00049692,             0.00049692,             0.00049692
                    210,                0.40828,                0.29207,                0.86178,                0.87486,                0.80242,                0.84294,                0.63606,                 0.9825,                 0.6847,                  1.099,              0.0004963,              0.0004963,              0.0004963
                    211,                0.42239,                0.29459,                0.86592,                0.88099,                0.80223,                0.84958,                0.65291,                0.97097,                0.66556,                 1.0799,             0.00049568,             0.00049568,             0.00049568
                    212,                0.42862,                0.30329,                0.87069,                0.86844,                 0.8031,                0.85963,                0.65299,                0.98703,                 0.6971,                 1.0897,             0.00049506,             0.00049506,             0.00049506
                    213,                 0.4287,                0.30281,                0.86575,                0.88047,                0.81176,                0.84928,                0.64106,                0.99248,                0.66029,                 1.0999,             0.00049444,             0.00049444,             0.00049444
                    214,                 0.4214,                0.30482,                0.86571,                0.87894,                0.80505,                 0.8509,                0.64625,                0.98091,                0.65744,                 1.0968,             0.00049383,             0.00049383,             0.00049383
                    215,                 0.4211,                0.29695,                0.86659,                0.86528,                0.81325,                0.86085,                 0.6506,                0.98491,                0.68573,                  1.106,             0.00049321,             0.00049321,             0.00049321
                    216,                0.42058,                0.30248,                0.86542,                0.86601,                0.82111,                0.86233,                0.65367,                0.98195,                0.68106,                 1.0984,             0.00049259,             0.00049259,             0.00049259
                    217,                   0.42,                0.29547,                0.86778,                0.87522,                0.82003,                0.85883,                0.65046,                0.98533,                0.66226,                 1.0983,             0.00049197,             0.00049197,             0.00049197
                    218,                0.40889,                0.29454,                 0.8624,                0.87421,                  0.812,                0.86016,                0.65544,                0.98737,                0.68915,                 1.1153,             0.00049135,             0.00049135,             0.00049135
                    219,                0.42269,                0.29535,                0.86746,                0.88955,                0.79907,                0.86036,                0.65785,                0.99925,                0.68281,                 1.1312,             0.00049073,             0.00049073,             0.00049073
                    220,                0.41507,                 0.2952,                0.86331,                0.88846,                0.80703,                0.85406,                0.65325,                   0.99,                0.68869,                 1.1098,             0.00049011,             0.00049011,             0.00049011
                    221,                0.41842,                0.29126,                0.86483,                0.88394,                0.81263,                0.86053,                0.65655,                0.98209,                0.67224,                 1.1032,             0.00048949,             0.00048949,             0.00048949
                    222,                0.42085,                 0.2954,                0.86225,                0.87865,                0.78367,                0.85984,                0.65777,                 0.9883,                0.65168,                 1.1157,             0.00048888,             0.00048888,             0.00048888
                    223,                0.42191,                0.29946,                0.86165,                0.86714,                0.80022,                 0.8588,                0.64769,                0.99341,                 0.6781,                 1.1191,             0.00048826,             0.00048826,             0.00048826
                    224,                0.41584,                0.29665,                0.86516,                0.85067,                0.80974,                0.85995,                0.65257,                0.99075,                0.68337,                 1.1159,             0.00048764,             0.00048764,             0.00048764
                    225,                0.41504,                0.29166,                0.86599,                 0.8528,                0.81327,                0.85529,                0.65198,                0.99472,                0.67091,                 1.1158,             0.00048702,             0.00048702,             0.00048702
                    226,                0.42018,                0.30029,                0.86378,                0.88679,                0.78348,                 0.8595,                0.66057,                0.97645,                 0.6499,                 1.0993,              0.0004864,              0.0004864,              0.0004864
                    227,                0.41966,                0.29735,                0.86797,                0.86537,                0.81007,                0.85589,                0.65505,                0.99299,                0.65994,                 1.1105,             0.00048578,             0.00048578,             0.00048578
                    228,                0.42562,                0.29978,                0.86446,                0.88044,                0.80049,                0.85197,                0.65087,                0.99694,                0.68747,                  1.121,             0.00048516,             0.00048516,             0.00048516
                    229,                0.42016,                0.29766,                0.86394,                0.86441,                0.81464,                0.85511,                0.65246,                0.99607,                0.67329,                 1.1072,             0.00048454,             0.00048454,             0.00048454
                    230,                0.41368,                 0.2935,                0.86289,                0.87301,                0.81183,                0.86235,                0.65563,                0.99857,                 0.6858,                  1.117,             0.00048393,             0.00048393,             0.00048393
                    231,                0.42043,                0.29714,                0.86509,                0.86658,                0.80013,                0.85693,                0.65554,                0.99994,                0.68918,                 1.1404,             0.00048331,             0.00048331,             0.00048331
                    232,                0.40967,                0.28751,                0.86019,                0.87936,                0.80322,                0.86336,                0.65893,                0.99395,                0.65498,                 1.1211,             0.00048269,             0.00048269,             0.00048269
                    233,                0.41825,                0.29509,                0.86052,                0.88431,                 0.7997,                0.86109,                0.65786,                0.99823,                0.66387,                 1.1115,             0.00048207,             0.00048207,             0.00048207
                    234,                0.40847,                0.28947,                0.86249,                0.89341,                0.79588,                0.85794,                0.65935,                0.98826,                0.64939,                 1.0975,             0.00048145,             0.00048145,             0.00048145
                    235,                0.40663,                0.28677,                0.85681,                0.88497,                0.81143,                0.87045,                0.66265,                0.98932,                0.67174,                 1.0989,             0.00048083,             0.00048083,             0.00048083
                    236,                0.41291,                0.28972,                0.86213,                0.89346,                0.79442,                0.86004,                0.65072,                0.99429,                0.67035,                 1.1012,             0.00048021,             0.00048021,             0.00048021
                    237,                0.41022,                 0.2923,                0.86612,                0.89048,                0.80076,                0.86538,                0.64828,                0.99615,                0.66709,                 1.1089,             0.00047959,             0.00047959,             0.00047959
                    238,                0.41966,                0.29826,                0.86348,                0.86709,                0.78947,                0.85218,                0.65105,                  1.006,                0.66788,                 1.1149,             0.00047898,             0.00047898,             0.00047898
                    239,                0.41381,                0.29288,                0.86611,                0.88691,                0.81343,                0.86912,                 0.6653,                0.98547,                 0.6611,                 1.1094,             0.00047836,             0.00047836,             0.00047836
                    240,                0.41663,                0.29823,                0.86565,                0.89716,                0.80191,                 0.8707,                0.65695,                0.99437,                0.66277,                 1.1097,             0.00047774,             0.00047774,             0.00047774
                    241,                0.41076,                0.29335,                0.86325,                 0.8934,                0.80142,                 0.8593,                 0.6521,                0.98597,                0.66503,                 1.0942,             0.00047712,             0.00047712,             0.00047712
                    242,                0.39816,                0.28384,                0.85725,                0.88088,                0.81208,                0.86534,                0.66219,                0.97052,                0.65937,                 1.0846,              0.0004765,              0.0004765,              0.0004765
                    243,                0.40365,                0.28706,                0.85844,                0.88534,                0.79882,                0.86568,                0.66223,                0.97433,                0.66921,                 1.0889,             0.00047588,             0.00047588,             0.00047588
                    244,                0.40875,                0.28961,                0.86566,                0.88614,                0.81576,                0.86912,                0.66246,                0.97263,                0.66792,                 1.0822,             0.00047526,             0.00047526,             0.00047526
                    245,                 0.4052,                0.28949,                0.86585,                0.87033,                0.81365,                0.86498,                0.66373,                0.97545,                0.65325,                 1.0858,             0.00047464,             0.00047464,             0.00047464
                    246,                 0.4004,                0.28306,                0.85992,                0.88114,                0.80814,                0.85961,                0.65945,                0.98168,                0.67964,                 1.1008,             0.00047402,             0.00047402,             0.00047402
                    247,                0.40318,                0.28209,                0.86291,                0.87591,                 0.8079,                0.85662,                0.65326,                0.99259,                0.69496,                 1.1137,             0.00047341,             0.00047341,             0.00047341
                    248,                0.41615,                0.29469,                0.86076,                0.89417,                0.81024,                0.86597,                0.65416,                0.99491,                0.67555,                 1.1131,             0.00047279,             0.00047279,             0.00047279
                    249,                0.40746,                0.28864,                0.85902,                0.89177,                0.81106,                 0.8659,                0.65514,                 1.0019,                0.67637,                  1.107,             0.00047217,             0.00047217,             0.00047217
                    250,                0.40529,                0.28723,                0.86085,                0.87216,                0.79638,                0.85708,                0.65613,                0.99398,                0.66259,                 1.0982,             0.00047155,             0.00047155,             0.00047155
                    251,                0.40895,                 0.2926,                0.86292,                0.88674,                0.79951,                0.86921,                0.66296,                0.98408,                0.65818,                 1.0944,             0.00047093,             0.00047093,             0.00047093
                    252,                0.41319,                0.28965,                0.86414,                0.89775,                0.80491,                0.87269,                0.65984,                0.99235,                0.67735,                 1.1039,             0.00047031,             0.00047031,             0.00047031
                    253,                0.39728,                0.28457,                0.85562,                0.89675,                0.80911,                0.87464,                0.65844,                0.97825,                 0.6622,                 1.0915,             0.00046969,             0.00046969,             0.00046969
                    254,                0.40385,                0.28524,                0.85911,                 0.8863,                0.82313,                 0.8704,                0.66169,                0.98215,                0.66006,                 1.0894,             0.00046908,             0.00046908,             0.00046908
                    255,                0.40685,                0.28386,                0.85801,                0.88903,                 0.8001,                0.86856,                0.66505,                0.98463,                0.65843,                 1.1024,             0.00046846,             0.00046846,             0.00046846
                    256,                0.40759,                0.28869,                0.85956,                0.87278,                0.81405,                0.86327,                  0.657,                0.99736,                0.66423,                 1.1027,             0.00046784,             0.00046784,             0.00046784
                    257,                0.40352,                0.28614,                0.86044,                0.87468,                0.80822,                0.86347,                0.65501,                0.98459,                0.67063,                 1.0915,             0.00046722,             0.00046722,             0.00046722
                    258,                0.40285,                0.28548,                0.86271,                0.87424,                0.80356,                 0.8632,                0.65497,                0.98945,                0.66717,                 1.1065,              0.0004666,              0.0004666,              0.0004666
                    259,                0.40339,                0.28539,                0.85931,                0.88248,                0.80564,                0.85924,                0.65649,                0.99866,                0.68774,                 1.1207,             0.00046598,             0.00046598,             0.00046598
                    260,                0.40517,                0.28646,                0.86532,                0.87789,                0.79618,                0.85227,                0.65132,                0.98816,                0.67924,                 1.1124,             0.00046536,             0.00046536,             0.00046536
                    261,                0.40152,                0.28692,                0.85882,                0.87849,                0.79044,                0.85486,                0.65145,                0.98268,                0.67546,                 1.1035,             0.00046474,             0.00046474,             0.00046474
                    262,                0.39836,                0.28567,                  0.858,                0.87385,                0.78585,                  0.851,                 0.6455,                0.97498,                0.67953,                 1.0906,             0.00046413,             0.00046413,             0.00046413
                    263,                0.39764,                0.28348,                0.85894,                0.85705,                0.80134,                0.84898,                0.64902,                0.96182,                0.66899,                 1.0823,             0.00046351,             0.00046351,             0.00046351
                    264,                0.40679,                0.28895,                0.86432,                0.84755,                0.81669,                0.85736,                0.65581,                0.96323,                0.66772,                 1.0903,             0.00046289,             0.00046289,             0.00046289
                    265,                0.39551,                0.28003,                0.85751,                0.86226,                  0.828,                0.86819,                0.65825,                 0.9798,                0.65799,                 1.1029,             0.00046227,             0.00046227,             0.00046227
                    266,                0.39934,                0.28384,                 0.8594,                 0.8548,                0.81982,                0.85723,                0.65505,                0.98092,                0.66536,                 1.1084,             0.00046165,             0.00046165,             0.00046165
                    267,                0.39072,                0.28129,                0.85751,                0.88183,                0.79866,                0.86425,                0.65988,                  0.987,                0.64853,                 1.1209,             0.00046103,             0.00046103,             0.00046103
                    268,                0.40736,                0.28802,                0.86362,                0.89644,                0.79032,                0.86504,                0.65756,                0.98353,                0.66036,                 1.1033,             0.00046041,             0.00046041,             0.00046041
                    269,                0.40164,                0.28907,                0.86209,                0.89732,                0.79828,                0.86554,                0.64898,                0.98302,                0.65234,                 1.1192,             0.00045979,             0.00045979,             0.00045979
                    270,                0.39496,                0.28097,                0.85792,                0.88871,                0.80776,                0.86528,                0.65238,                0.98194,                0.66406,                 1.1122,             0.00045918,             0.00045918,             0.00045918
                    271,                0.39816,                0.28073,                0.85458,                0.88599,                0.80747,                0.86263,                0.65392,                 0.9981,                0.66504,                 1.1068,             0.00045856,             0.00045856,             0.00045856
                    272,                 0.3899,                0.27751,                0.85425,                0.88576,                0.81096,                0.85872,                0.65427,                0.99059,                0.67339,                 1.1148,             0.00045794,             0.00045794,             0.00045794
                    273,                0.40862,                0.28775,                0.86356,                0.85826,                0.80687,                  0.853,                0.65551,                0.98655,                0.66439,                 1.1021,             0.00045732,             0.00045732,             0.00045732
                    274,                0.40179,                0.28882,                0.86072,                0.85918,                0.83282,                0.86374,                0.65631,                0.98898,                0.65986,                 1.1081,              0.0004567,              0.0004567,              0.0004567
                    275,                0.40035,                0.28298,                 0.8555,                0.84489,                0.83658,                0.86552,                0.65748,                0.99036,                0.65997,                 1.1099,             0.00045608,             0.00045608,             0.00045608
                    276,                0.39433,                0.28339,                0.86168,                 0.8702,                0.79916,                0.86239,                0.65864,                0.99422,                0.65895,                 1.1049,             0.00045546,             0.00045546,             0.00045546
                    277,                0.39542,                0.28178,                0.85674,                0.88931,                 0.8159,                0.87231,                0.66568,                0.98547,                0.65716,                 1.1133,             0.00045484,             0.00045484,             0.00045484
                    278,                0.38984,                0.27881,                0.85683,                 0.8734,                0.79711,                0.86061,                0.65383,                0.98535,                0.67274,                  1.115,             0.00045422,             0.00045422,             0.00045422
                    279,                0.39955,                0.28011,                0.86166,                0.87938,                0.80093,                 0.8695,                0.66464,                0.97758,                0.67378,                 1.1112,             0.00045361,             0.00045361,             0.00045361
                    280,                0.38801,                0.27641,                0.85661,                0.87941,                 0.7967,                0.86808,                 0.6664,                0.98092,                0.65303,                 1.1071,             0.00045299,             0.00045299,             0.00045299
                    281,                0.38473,                0.27349,                 0.8533,                0.86326,                0.80496,                0.85378,                 0.6557,                0.97887,                0.65356,                 1.0938,             0.00045237,             0.00045237,             0.00045237
                    282,                0.40008,                0.28821,                0.85504,                0.87434,                 0.7894,                0.85553,                0.65573,                0.98938,                0.68155,                 1.0965,             0.00045175,             0.00045175,             0.00045175
                    283,                0.38928,                 0.2772,                0.85427,                0.84832,                0.82252,                0.85848,                0.65963,                0.96655,                0.67032,                 1.0839,             0.00045113,             0.00045113,             0.00045113
                    284,                0.39009,                0.27908,                0.85626,                0.87727,                0.80212,                0.85997,                 0.6581,                0.96582,                0.65907,                 1.0824,             0.00045051,             0.00045051,             0.00045051
                    285,                 0.3902,                0.28282,                0.85988,                0.88733,                0.78739,                0.85459,                0.65381,                0.97416,                0.65479,                 1.0894,             0.00044989,             0.00044989,             0.00044989
                    286,                0.39232,                0.28246,                0.85752,                0.87613,                0.79774,                 0.8536,                0.65499,                 0.9733,                0.66638,                 1.0897,             0.00044927,             0.00044927,             0.00044927
                    287,                0.38095,                0.27302,                0.85715,                0.89818,                0.80598,                0.86087,                0.65412,                0.98693,                0.65997,                 1.1025,             0.00044866,             0.00044866,             0.00044866
                    288,                0.38637,                0.27275,                0.85566,                0.89223,                0.79901,                0.86686,                0.65894,                 0.9775,                0.64728,                  1.098,             0.00044804,             0.00044804,             0.00044804
                    289,                0.38412,                0.26934,                0.85424,                0.87213,                0.80014,                0.86144,                0.65076,                 0.9845,                0.65776,                 1.1062,             0.00044742,             0.00044742,             0.00044742
                    290,                0.38159,                0.26913,                0.85585,                0.87632,                0.81763,                0.86758,                 0.6582,                0.99271,                0.64857,                 1.1168,              0.0004468,              0.0004468,              0.0004468
                    291,                0.38755,                0.27486,                0.85866,                0.88726,                0.80628,                0.85959,                0.65346,                0.98099,                0.67634,                 1.1116,             0.00044618,             0.00044618,             0.00044618
                    292,                0.39169,                0.27899,                0.85673,                0.87633,                0.80265,                0.84737,                0.65042,                  0.974,                0.65566,                 1.1033,             0.00044556,             0.00044556,             0.00044556
                    293,                0.38758,                0.27679,                0.85747,                 0.8678,                0.80434,                0.85325,                0.65685,                0.97985,                 0.6614,                 1.1139,             0.00044494,             0.00044494,             0.00044494
                    294,                0.38665,                0.27722,                0.85605,                0.86526,                0.80985,                 0.8598,                0.66458,                 0.9838,                0.66282,                 1.1155,             0.00044433,             0.00044433,             0.00044433
                    295,                0.39634,                0.28374,                0.85993,                0.85814,                0.81481,                0.86076,                 0.6607,                0.97883,                0.65055,                 1.0974,             0.00044371,             0.00044371,             0.00044371
                    296,                0.39083,                0.27869,                0.85548,                0.86993,                0.81811,                0.86094,                0.66109,                 0.9764,                0.65356,                 1.0949,             0.00044309,             0.00044309,             0.00044309
                    297,                0.38815,                  0.279,                0.86052,                0.88493,                0.79833,                0.86078,                0.66287,                0.98314,                0.65449,                 1.0948,             0.00044247,             0.00044247,             0.00044247
                    298,                 0.3855,                0.27615,                0.85619,                0.88222,                0.81935,                0.86078,                0.65997,                0.97245,                  0.655,                 1.0945,             0.00044185,             0.00044185,             0.00044185
                    299,                0.38011,                0.27358,                0.85386,                0.87192,                0.82023,                0.86494,                0.66063,                0.98307,                0.66708,                 1.0894,             0.00044123,             0.00044123,             0.00044123
                    300,                0.38598,                0.27085,                0.85178,                0.87921,                0.81573,                0.86639,                 0.6657,                0.98087,                0.66337,                 1.0965,             0.00044061,             0.00044061,             0.00044061
                    301,                0.38752,                0.27577,                0.85241,                0.87969,                0.80447,                0.86761,                0.66605,                0.97748,                0.67059,                 1.0977,             0.00043999,             0.00043999,             0.00043999
                    302,                0.38568,                0.27265,                0.85483,                0.85633,                 0.8279,                0.87225,                0.66811,                0.97858,                 0.6644,                 1.1021,             0.00043937,             0.00043937,             0.00043937
                    303,                0.37792,                0.27186,                0.85603,                0.85389,                0.81938,                0.87186,                0.67035,                0.98363,                0.68628,                 1.1006,             0.00043876,             0.00043876,             0.00043876
                    304,                0.38882,                0.27499,                0.85583,                0.86524,                0.81982,                0.87057,                 0.6663,                0.97642,                0.67538,                 1.0907,             0.00043814,             0.00043814,             0.00043814
                    305,                0.38304,                0.27479,                0.85697,                0.85052,                0.82557,                 0.8608,                0.65388,                0.98578,                0.68338,                 1.0947,             0.00043752,             0.00043752,             0.00043752
                    306,                0.38689,                0.27838,                0.85553,                0.84513,                0.80804,                0.85286,                0.65411,                0.97802,                0.67242,                 1.0954,              0.0004369,              0.0004369,              0.0004369
                    307,                0.38787,                0.27808,                 0.8562,                 0.8289,                0.81293,                0.85541,                0.65249,                0.98497,                0.68379,                 1.1051,             0.00043628,             0.00043628,             0.00043628
                    308,                0.37778,                0.27281,                0.85631,                0.87796,                0.78408,                0.86081,                0.65295,                0.97962,                0.67438,                 1.1021,             0.00043566,             0.00043566,             0.00043566
                    309,                 0.3901,                0.27764,                0.85723,                0.86419,                0.80811,                0.85907,                 0.6557,                0.98163,                0.69323,                 1.0984,             0.00043504,             0.00043504,             0.00043504
                    310,                0.38146,                0.27688,                0.85454,                0.85327,                0.81389,                0.85536,                0.65816,                0.97697,                0.67892,                 1.0969,             0.00043442,             0.00043442,             0.00043442
                    311,                0.38115,                0.27135,                0.85086,                0.84142,                 0.8223,                 0.8549,                0.66063,                0.96672,                0.67571,                 1.0956,             0.00043381,             0.00043381,             0.00043381
                    312,                0.38086,                0.27106,                0.84999,                0.83997,                0.81732,                0.85337,                0.65728,                0.97282,                0.67188,                 1.0988,             0.00043319,             0.00043319,             0.00043319
                    313,                0.37983,                 0.2701,                0.85705,                0.85855,                0.82594,                0.86503,                0.66125,                0.97564,                0.66929,                 1.0976,             0.00043257,             0.00043257,             0.00043257
                    314,                0.37993,                0.27336,                0.85318,                0.87687,                0.80115,                0.86455,                0.66519,                0.97641,                0.67122,                 1.1035,             0.00043195,             0.00043195,             0.00043195
                    315,                0.37592,                0.26786,                 0.8476,                0.87286,                0.81154,                0.86827,                0.66697,                0.96471,                0.67329,                 1.0936,             0.00043133,             0.00043133,             0.00043133
                    316,                0.36791,                0.26652,                0.85034,                0.86704,                0.78825,                0.85854,                0.66713,                0.97103,                0.68453,                 1.0925,             0.00043071,             0.00043071,             0.00043071
                    317,                  0.379,                0.26925,                 0.8564,                0.85645,                 0.8244,                0.86281,                0.66391,                0.96777,                0.68285,                 1.0915,             0.00043009,             0.00043009,             0.00043009
