                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                0.60318,                0.45661,                0.92118,                0.84322,                0.82587,                0.87036,                0.66198,                0.93897,                 0.6953,                0.99805,             0.00059468,             0.00059468,             0.00059468
                     52,                0.61993,                0.45914,                0.93162,                0.82682,                0.87063,                0.87445,                 0.6605,                0.91705,                0.67994,                0.98609,             0.00059406,             0.00059406,             0.00059406
                     53,                0.62349,                0.46773,                0.92893,                0.85486,                 0.8391,                0.87432,                0.64272,                0.95334,                0.69543,                  1.012,             0.00059344,             0.00059344,             0.00059344
                     54,                0.62055,                0.45934,                0.92812,                 0.8185,                 0.8633,                0.87341,                0.64993,                0.95969,                0.70532,                 1.0195,             0.00059282,             0.00059282,             0.00059282
                     55,                0.61227,                0.45059,                0.92575,                0.83704,                 0.8614,                0.88341,                0.66188,                0.94362,                0.67167,                 1.0035,             0.00059221,             0.00059221,             0.00059221
                     56,                 0.6129,                0.45693,                0.92969,                0.84385,                0.83417,                0.88135,                 0.6663,                0.93502,                0.66408,                0.99801,             0.00059159,             0.00059159,             0.00059159
                     57,                0.62158,                0.46295,                0.93517,                 0.8889,                0.83908,                0.88186,                0.67092,                0.91983,                0.66809,                0.99205,             0.00059097,             0.00059097,             0.00059097
                     58,                0.60841,                0.44651,                0.92412,                0.90036,                0.82549,                0.87591,                0.66641,                0.93532,                0.69166,                0.99722,             0.00059035,             0.00059035,             0.00059035
                     59,                0.60919,                0.45212,                0.92432,                0.85633,                0.83773,                0.87755,                0.65613,                0.94323,                0.70424,                0.99847,             0.00058973,             0.00058973,             0.00058973
                     60,                0.61985,                0.45734,                0.92787,                0.84644,                0.84649,                0.88242,                0.66518,                0.93542,                0.69484,                 0.9987,             0.00058911,             0.00058911,             0.00058911
                     61,                 0.6072,                 0.4499,                0.93232,                0.90305,                0.80293,                0.86779,                 0.6647,                0.92546,                0.70319,                 0.9924,             0.00058849,             0.00058849,             0.00058849
                     62,                0.61081,                0.45203,                0.93389,                0.83936,                0.84379,                0.87582,                0.66403,                0.92623,                0.67264,                0.97584,             0.00058787,             0.00058787,             0.00058787
                     63,                0.60757,                0.46115,                0.93018,                 0.8415,                 0.8501,                 0.8693,                0.66603,                0.93888,                0.66515,                0.99972,             0.00058726,             0.00058726,             0.00058726
                     64,                  0.611,                0.45048,                0.92435,                0.81086,                0.83953,                0.85753,                 0.6454,                0.94211,                0.72728,                 0.9954,             0.00058664,             0.00058664,             0.00058664
                     65,                0.60067,                0.43447,                0.91666,                0.83032,                0.84515,                0.86037,                0.64612,                0.95012,                0.73353,                 1.0051,             0.00058602,             0.00058602,             0.00058602
                     66,                0.58589,                0.43116,                0.91613,                  0.846,                0.83395,                0.87156,                0.66706,                0.94261,                0.70155,                  1.003,              0.0005854,              0.0005854,              0.0005854
                     67,                0.59951,                0.43906,                0.91828,                0.83321,                0.85103,                 0.8693,                0.64638,                0.93399,                0.76343,                0.99666,             0.00058478,             0.00058478,             0.00058478
                     68,                0.59024,                0.42663,                 0.9176,                0.83596,                0.82733,                0.85998,                0.65089,                0.95245,                0.71585,                 1.0119,             0.00058416,             0.00058416,             0.00058416
                     69,                0.59474,                0.43543,                0.92319,                0.84702,                0.82168,                0.86023,                0.65263,                0.95005,                0.69929,                 1.0141,             0.00058354,             0.00058354,             0.00058354
                     70,                0.59489,                0.42645,                0.91603,                0.83358,                0.83007,                0.86171,                0.65573,                0.93805,                 0.7139,                 1.0098,             0.00058292,             0.00058292,             0.00058292
                     71,                0.59298,                0.43188,                0.92501,                0.87637,                0.82694,                0.86822,                0.66856,                0.91631,                0.71408,                0.98309,             0.00058231,             0.00058231,             0.00058231
                     72,                0.59914,                0.43521,                 0.9193,                0.88328,                0.81547,                0.87647,                0.66479,                0.94511,                 0.6809,                0.99089,             0.00058169,             0.00058169,             0.00058169
                     73,                0.59203,                0.43306,                0.91571,                0.85541,                 0.8204,                0.87528,                0.65328,                0.97148,                0.71849,                 1.0166,             0.00058107,             0.00058107,             0.00058107
                     74,                0.59485,                0.43591,                0.92521,                0.85105,                 0.8162,                0.85934,                0.65943,                0.93069,                0.69496,                 1.0046,             0.00058045,             0.00058045,             0.00058045
                     75,                0.58161,                0.42418,                0.91407,                 0.8439,                0.85487,                0.86992,                0.66005,                0.94881,                0.70249,                 1.0082,             0.00057983,             0.00057983,             0.00057983
                     76,                0.59629,                0.43443,                0.91823,                0.84571,                0.85312,                0.87649,                 0.6636,                0.95054,                0.68287,                 1.0092,             0.00057921,             0.00057921,             0.00057921
                     77,                0.58612,                0.42418,                0.90851,                0.83356,                0.80925,                0.85786,                 0.6557,                0.94648,                0.70623,                 1.0105,             0.00057859,             0.00057859,             0.00057859
                     78,                0.58075,                0.42752,                0.91823,                0.84089,                0.83104,                0.86066,                 0.6619,                0.93749,                0.70014,                 1.0168,             0.00057797,             0.00057797,             0.00057797
                     79,                0.58002,                0.42245,                0.91139,                0.84022,                0.82549,                0.86717,                0.65499,                0.96379,                0.71089,                 1.0121,             0.00057736,             0.00057736,             0.00057736
                     80,                0.58398,                0.42008,                0.91568,                0.83921,                0.85679,                0.87346,                0.65834,                 0.9628,                0.71661,                 1.0214,             0.00057674,             0.00057674,             0.00057674
                     81,                0.58186,                0.41807,                0.91112,                0.85944,                0.82004,                0.87473,                0.66739,                0.93961,                0.68234,                 1.0011,             0.00057612,             0.00057612,             0.00057612
                     82,                0.58017,                0.41035,                0.91416,                0.83239,                 0.8542,                0.87303,                0.66196,                0.92045,                0.68669,                0.98646,              0.0005755,              0.0005755,              0.0005755
                     83,                0.57985,                0.42425,                0.91641,                0.84953,                0.84486,                0.86832,                0.66006,                0.93437,                0.69348,                 1.0019,             0.00057488,             0.00057488,             0.00057488
                     84,                 0.5752,                0.41585,                0.90839,                0.87558,                0.80389,                0.86061,                0.65002,                0.96148,                0.73493,                 1.0153,             0.00057426,             0.00057426,             0.00057426
                     85,                0.56324,                0.41048,                0.90826,                0.85938,                0.81735,                0.87115,                 0.6605,                0.95539,                0.68449,                 1.0183,             0.00057364,             0.00057364,             0.00057364
                     86,                 0.5783,                0.41952,                0.91303,                0.83367,                0.83784,                0.85812,                0.64468,                0.95051,                0.73965,                 1.0241,             0.00057303,             0.00057303,             0.00057303
                     87,                 0.5647,                0.41143,                0.90654,                0.87339,                0.81125,                0.86739,                0.64953,                0.93169,                0.71522,                  1.011,             0.00057241,             0.00057241,             0.00057241
                     88,                0.56627,                0.41105,                0.90775,                0.85723,                0.81573,                 0.8689,                0.65776,                0.91937,                0.70231,                 1.0032,             0.00057179,             0.00057179,             0.00057179
                     89,                0.57549,                 0.4084,                0.91158,                0.86963,                0.81627,                0.86458,                0.66649,                0.92477,                 0.7257,                 1.0014,             0.00057117,             0.00057117,             0.00057117
                     90,                0.56567,                 0.4064,                0.90156,                0.87049,                0.81482,                0.86637,                0.65762,                0.94024,                0.72351,                 1.0159,             0.00057055,             0.00057055,             0.00057055
                     91,                 0.5834,                0.42388,                0.91376,                0.85752,                0.82365,                 0.8627,                0.64258,                0.93383,                0.72086,                 1.0033,             0.00056993,             0.00056993,             0.00056993
                     92,                0.57324,                0.40655,                0.90382,                0.86711,                0.81881,                0.87614,                 0.6478,                0.95151,                0.72855,                 1.0151,             0.00056931,             0.00056931,             0.00056931
                     93,                0.57016,                0.41266,                 0.9077,                0.83773,                0.86614,                0.88786,                0.67441,                0.94821,                0.69892,                 1.0056,             0.00056869,             0.00056869,             0.00056869
                     94,                0.56937,                 0.4016,                0.90738,                0.88404,                0.83373,                0.88269,                0.67849,                0.94388,                0.67914,                 1.0138,             0.00056808,             0.00056808,             0.00056808
                     95,                0.56833,                 0.4036,                0.91109,                0.86527,                0.82745,                0.86869,                0.66239,                0.96441,                0.72053,                 1.0124,             0.00056746,             0.00056746,             0.00056746
                     96,                0.54857,                0.39402,                0.90481,                0.84741,                0.85308,                0.86781,                0.65888,                0.96398,                0.70379,                 1.0172,             0.00056684,             0.00056684,             0.00056684
                     97,                0.55902,                0.39767,                0.90889,                0.84443,                0.83282,                0.86462,                0.65242,                0.96277,                0.74341,                 1.0368,             0.00056622,             0.00056622,             0.00056622
                     98,                0.56341,                0.40176,                0.91111,                0.85739,                0.81733,                0.86918,                0.65334,                0.94657,                 0.7185,                 1.0233,              0.0005656,              0.0005656,              0.0005656
                     99,                0.56326,                0.40756,                0.91023,                0.86508,                0.80457,                0.85648,                0.64069,                0.95701,                0.72843,                 1.0276,             0.00056498,             0.00056498,             0.00056498
                    100,                 0.5492,                0.39458,                0.90262,                0.84529,                0.85112,                0.87431,                0.65458,                0.95794,                0.71963,                   1.03,             0.00056436,             0.00056436,             0.00056436
                    101,                  0.555,                0.40076,                0.90589,                0.87077,                0.81701,                0.87267,                0.66011,                0.93889,                0.68341,                 1.0027,             0.00056374,             0.00056374,             0.00056374
                    102,                0.55265,                0.39636,                0.89934,                0.82584,                0.83673,                0.86751,                0.65528,                 0.9603,                 0.6919,                 1.0227,             0.00056313,             0.00056313,             0.00056313
                    103,                0.55505,                0.39538,                 0.9071,                0.81109,                0.84787,                0.86966,                 0.6619,                0.94413,                0.70898,                 1.0245,             0.00056251,             0.00056251,             0.00056251
                    104,                 0.5537,                0.39712,                0.90277,                0.85809,                0.79706,                0.85873,                0.64644,                0.93092,                0.69862,                 1.0062,             0.00056189,             0.00056189,             0.00056189
                    105,                0.53921,                0.38895,                0.89526,                0.84426,                 0.8372,                0.87028,                0.66223,                0.93279,                0.69998,                 1.0098,             0.00056127,             0.00056127,             0.00056127
                    106,                 0.5566,                0.38976,                0.90613,                0.83182,                 0.8409,                0.86751,                0.65712,                0.94266,                 0.6877,                 1.0077,             0.00056065,             0.00056065,             0.00056065
                    107,                0.54366,                 0.3919,                0.90225,                0.83975,                0.82789,                0.87271,                 0.6631,                0.93299,                  0.734,                0.99474,             0.00056003,             0.00056003,             0.00056003
                    108,                 0.5512,                0.39391,                 0.9033,                0.84381,                 0.8652,                0.88231,                0.67126,                0.93215,                0.69052,                0.99932,             0.00055941,             0.00055941,             0.00055941
                    109,                0.54513,                0.38787,                0.89886,                0.81601,                0.85316,                0.87934,                0.66312,                0.93497,                0.70982,                 1.0058,             0.00055879,             0.00055879,             0.00055879
                    110,                0.54913,                0.38074,                 0.8992,                0.83847,                0.84569,                0.86811,                0.66119,                 0.9491,                0.70746,                 1.0199,             0.00055818,             0.00055818,             0.00055818
                    111,                0.54253,                0.38271,                0.89725,                0.86566,                0.82337,                0.86401,                0.65932,                0.94502,                0.69859,                 1.0124,             0.00055756,             0.00055756,             0.00055756
                    112,                0.53644,                0.37683,                 0.8928,                0.83832,                0.83174,                0.87013,                0.67134,                0.93493,                0.69146,                 1.0112,             0.00055694,             0.00055694,             0.00055694
                    113,                 0.5478,                0.38376,                0.89838,                0.83225,                0.81653,                 0.8512,                0.64804,                0.94882,                 0.7343,                  1.004,             0.00055632,             0.00055632,             0.00055632
                    114,                0.55262,                0.38545,                0.89999,                0.78946,                0.84191,                0.86505,                0.66171,                0.94074,                0.68318,                 1.0175,              0.0005557,              0.0005557,              0.0005557
                    115,                0.53375,                 0.3795,                0.89923,                0.83961,                0.82599,                0.86946,                0.66203,                0.93869,                0.68667,                  1.004,             0.00055508,             0.00055508,             0.00055508
                    116,                0.53723,                0.38357,                0.89899,                0.89291,                0.83844,                0.88009,                0.66627,                0.93249,                0.67173,                 1.0085,             0.00055446,             0.00055446,             0.00055446
                    117,                0.53429,                0.37193,                0.89702,                0.88011,                0.84301,                0.88133,                0.67108,                0.95054,                0.70098,                 1.0186,             0.00055384,             0.00055384,             0.00055384
                    118,                0.53174,                0.37604,                0.89304,                0.84488,                0.84755,                0.87481,                0.66808,                0.94418,                0.68337,                 1.0066,             0.00055323,             0.00055323,             0.00055323
                    119,                0.53192,                0.37155,                0.89756,                0.83601,                 0.8388,                0.86675,                0.66081,                0.93584,                0.69101,                 1.0124,             0.00055261,             0.00055261,             0.00055261
                    120,                0.52721,                0.37199,                0.89462,                0.83901,                0.85459,                0.87418,                0.66629,                0.95333,                 0.6942,                 1.0388,             0.00055199,             0.00055199,             0.00055199
                    121,                0.52566,                0.37017,                 0.8984,                0.83672,                0.83103,                0.86198,                0.65701,                0.96019,                0.72742,                  1.034,             0.00055137,             0.00055137,             0.00055137
                    122,                0.51982,                0.37093,                0.88975,                0.82994,                0.83015,                 0.8663,                0.66238,                0.94947,                0.73912,                 1.0206,             0.00055075,             0.00055075,             0.00055075
                    123,                0.52061,                0.37106,                0.89431,                 0.8467,                0.83437,                0.87308,                0.66396,                0.94187,                0.71911,                  1.016,             0.00055013,             0.00055013,             0.00055013
                    124,                0.52775,                0.36802,                0.89141,                0.87869,                0.82911,                0.87922,                0.66568,                0.95624,                0.69171,                 1.0307,             0.00054951,             0.00054951,             0.00054951
                    125,                0.52988,                0.38185,                0.89682,                0.82847,                0.83344,                0.86469,                0.66696,                0.93338,                0.71241,                 1.0136,             0.00054889,             0.00054889,             0.00054889
                    126,                0.52566,                0.37691,                0.89143,                0.85902,                0.81285,                0.86095,                0.66652,                0.94152,                0.71772,                  1.029,             0.00054827,             0.00054827,             0.00054827
                    127,                0.53222,                0.38281,                0.89563,                0.87188,                0.84243,                0.87192,                0.66265,                0.94241,                0.72313,                 1.0276,             0.00054766,             0.00054766,             0.00054766
                    128,                0.52265,                 0.3729,                0.89172,                 0.8493,                0.84134,                 0.8638,                0.65927,                0.96178,                0.70982,                 1.0442,             0.00054704,             0.00054704,             0.00054704
                    129,                0.52954,                0.38217,                0.90372,                 0.8748,                0.84139,                0.87341,                0.66623,                0.94694,                0.66076,                 1.0243,             0.00054642,             0.00054642,             0.00054642
                    130,                0.53394,                0.37722,                0.89276,                0.85772,                0.83123,                0.86795,                0.66326,                 0.9459,                0.67339,                 1.0281,              0.0005458,              0.0005458,              0.0005458
                    131,                0.52138,                0.37478,                0.89621,                0.85073,                0.83703,                0.87419,                0.65499,                0.95511,                0.70188,                 1.0326,             0.00054518,             0.00054518,             0.00054518
                    132,                0.52198,                0.36818,                0.88997,                0.86476,                0.81393,                0.86141,                0.66351,                0.93359,                 0.7379,                 1.0312,             0.00054456,             0.00054456,             0.00054456
                    133,                0.51779,                 0.3616,                0.89501,                0.86243,                0.80112,                 0.8603,                0.66292,                0.93716,                0.71962,                 1.0276,             0.00054394,             0.00054394,             0.00054394
                    134,                0.51784,                0.37117,                0.89116,                0.80776,                0.84914,                0.87527,                0.67124,                 0.9312,                0.69226,                  1.014,             0.00054332,             0.00054332,             0.00054332
                    135,                0.52511,                0.37504,                0.89292,                0.84234,                0.82849,                0.87156,                0.66425,                0.95802,                0.71217,                  1.034,             0.00054271,             0.00054271,             0.00054271
                    136,                0.52108,                0.36214,                0.88844,                0.85878,                0.82501,                0.87361,                0.66269,                0.94816,                0.71827,                 1.0191,             0.00054209,             0.00054209,             0.00054209
                    137,                0.50873,                0.35771,                 0.8871,                0.86298,                0.85382,                0.88376,                0.66507,                0.94466,                0.72084,                 1.0267,             0.00054147,             0.00054147,             0.00054147
                    138,                0.50737,                0.35957,                0.88928,                0.82229,                0.85004,                0.86645,                 0.6622,                0.96281,                0.71055,                 1.0387,             0.00054085,             0.00054085,             0.00054085
                    139,                0.51743,                0.36656,                0.89131,                0.86179,                0.83634,                0.87692,                0.65939,                0.96727,                 0.7011,                 1.0362,             0.00054023,             0.00054023,             0.00054023
                    140,                0.51005,                0.35818,                0.89308,                0.84931,                0.85214,                0.88117,                0.66267,                0.95138,                0.71072,                 1.0219,             0.00053961,             0.00053961,             0.00053961
                    141,                 0.5072,                0.35537,                0.88661,                0.83912,                0.84193,                0.87225,                0.66624,                0.95484,                0.73772,                 1.0315,             0.00053899,             0.00053899,             0.00053899
                    142,                0.51141,                0.35409,                0.88765,                0.81766,                0.85154,                0.86526,                 0.6554,                0.95781,                0.72758,                 1.0338,             0.00053838,             0.00053838,             0.00053838
                    143,                 0.5166,                0.36344,                0.89223,                0.85487,                0.80514,                0.87017,                0.66048,                0.96592,                0.72404,                 1.0362,             0.00053776,             0.00053776,             0.00053776
                    144,                0.51456,                0.35588,                0.88389,                0.85958,                0.82488,                0.87765,                0.65769,                0.95659,                0.71824,                  1.027,             0.00053714,             0.00053714,             0.00053714
                    145,                0.49977,                0.35196,                0.88713,                0.85513,                0.83742,                0.86674,                0.64539,                0.94673,                 0.7267,                 1.0295,             0.00053652,             0.00053652,             0.00053652
                    146,                0.49365,                0.34125,                0.88291,                0.88127,                0.81032,                0.86286,                0.65643,                0.94638,                0.66987,                 1.0207,              0.0005359,              0.0005359,              0.0005359
                    147,                0.51161,                0.35683,                0.88872,                0.85531,                0.82525,                 0.8666,                0.65281,                0.94883,                0.68928,                 1.0244,             0.00053528,             0.00053528,             0.00053528
                    148,                0.50542,                0.35724,                0.88738,                0.86892,                0.84785,                0.87917,                0.65674,                0.93419,                0.67736,                 1.0208,             0.00053466,             0.00053466,             0.00053466
                    149,                0.50013,                 0.3539,                0.89058,                0.83909,                0.85528,                0.87382,                0.65877,                0.94668,                0.68004,                 1.0116,             0.00053404,             0.00053404,             0.00053404
                    150,                0.50936,                0.36281,                0.88576,                 0.8445,                0.84914,                0.87147,                0.65219,                0.95069,                0.69643,                 1.0099,             0.00053343,             0.00053343,             0.00053343
                    151,                 0.5054,                0.35958,                0.88537,                0.84215,                0.85474,                0.87386,                0.66579,                0.93296,                0.69142,                 1.0034,             0.00053281,             0.00053281,             0.00053281
                    152,                0.49964,                0.35185,                0.88348,                0.85148,                 0.8636,                0.87666,                0.66468,                0.93135,                0.68719,                 1.0135,             0.00053219,             0.00053219,             0.00053219
                    153,                0.51268,                0.35283,                0.88827,                0.87483,                0.84415,                0.88221,                0.66373,                0.95051,                0.69484,                 1.0326,             0.00053157,             0.00053157,             0.00053157
                    154,                0.50269,                0.35128,                0.88572,                0.84533,                0.83971,                0.87276,                0.65558,                0.95503,                0.74728,                 1.0341,             0.00053095,             0.00053095,             0.00053095
                    155,                0.51856,                0.36465,                0.88471,                0.83763,                 0.8597,                0.87741,                0.66264,                0.95342,                0.69361,                 1.0213,             0.00053033,             0.00053033,             0.00053033
                    156,                0.49511,                0.35353,                0.88373,                0.83799,                0.84398,                0.87742,                0.66833,                0.93849,                0.68734,                 1.0253,             0.00052971,             0.00052971,             0.00052971
                    157,                0.49041,                0.34386,                0.88266,                0.86441,                 0.8455,                0.88192,                0.66623,                0.92902,                0.69298,                 1.0164,             0.00052909,             0.00052909,             0.00052909
                    158,                 0.4872,                0.34541,                 0.8796,                0.84535,                0.82968,                0.87414,                0.66921,                0.93379,                0.70375,                 1.0186,             0.00052848,             0.00052848,             0.00052848
